2026-06-29 08:54:17.956 INFO  [main] [traceId=, spanId=] c.p.user.UserServiceApplication - Starting UserServiceApplication using Java 17.0.19 with PID 9509 (/home/pradeep/Desktop/coding/web_2_projects/Software-Engineering/PrevPaperApp/user-service/target/classes started by pradeep in /home/pradeep/Desktop/coding/web_2_projects/Software-Engineering/PrevPaperApp)
2026-06-29 08:54:30.517 INFO  [main] [traceId=, spanId=] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.prevpaper.user.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
2026-06-29 08:54:30.518 INFO  [main] [traceId=, spanId=] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 56 ms. Found 0 Redis repository interfaces.
2026-06-29 08:54:33.798 INFO  [main] [traceId=, spanId=] o.s.cloud.context.scope.GenericScope - BeanFactory id=be21e87a-95c5-363d-b972-abd627fbf323
2026-06-29 08:54:38.572 INFO  [main] [traceId=, spanId=] o.s.boot.tomcat.TomcatWebServer - Tomcat initialized with port 8086 (http)
2026-06-29 08:54:38.647 INFO  [main] [traceId=, spanId=] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8086"]
2026-06-29 08:54:38.654 INFO  [main] [traceId=, spanId=] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-06-29 08:54:38.655 INFO  [main] [traceId=, spanId=] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.20]
2026-06-29 08:54:39.047 INFO  [main] [traceId=, spanId=] o.s.b.w.c.s.WebApplicationContextInitializer - Root WebApplicationContext: initialization completed in 20274 ms
2026-06-29 08:54:43.974 INFO  [main] [traceId=, spanId=] org.hibernate.orm.jpa - HHH008540: Processing PersistenceUnitInfo [name: default]
2026-06-29 08:54:44.513 INFO  [main] [traceId=, spanId=] org.hibernate.orm.core - HHH000001: Hibernate ORM core version 7.2.7.Final
2026-06-29 08:54:49.204 INFO  [main] [traceId=, spanId=] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-06-29 08:54:49.474 INFO  [main] [traceId=, spanId=] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-06-29 08:54:51.766 INFO  [main] [traceId=, spanId=] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@2604940
2026-06-29 08:54:51.779 INFO  [main] [traceId=, spanId=] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-06-29 08:54:52.179 WARN  [main] [traceId=, spanId=] org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-06-29 08:54:52.438 INFO  [main] [traceId=, spanId=] o.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [jdbc:postgresql://localhost:5432/user_db]
	Database driver: PostgreSQL JDBC Driver
	Database dialect: PostgreSQLDialect
	Database version: 16.14
	Default catalog/schema: user_db/public
	Autocommit mode: undefined/unknown
	Isolation level: READ_COMMITTED [default READ_COMMITTED]
	JDBC fetch size: none
	Pool: DataSourceConnectionProvider
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2026-06-29 08:55:02.000 INFO  [main] [traceId=, spanId=] org.hibernate.orm.core - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-06-29 08:55:02.486 INFO  [main] [traceId=, spanId=] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-06-29 08:55:03.376 INFO  [main] [traceId=, spanId=] o.s.d.j.r.q.QueryEnhancerFactories - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-06-29 08:55:11.559 WARN  [main] [traceId=, spanId=] o.s.b.j.a.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-06-29 08:55:13.021 INFO  [main] [traceId=, spanId=] o.s.cloud.commons.util.InetUtils - Cannot determine local hostname
2026-06-29 08:55:13.389 INFO  [main] [traceId=, spanId=] o.s.c.o.FeignClientFactoryBean - For 'AUTH-SERVICE' URL not provided. Will try picking an instance via load-balancing.
2026-06-29 08:55:23.738 INFO  [main] [traceId=, spanId=] o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestClient.
2026-06-29 08:55:24.005 WARN  [main] [traceId=, spanId=] o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2026-06-29 08:55:24.145 INFO  [main] [traceId=, spanId=] o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2026-06-29 08:55:24.846 INFO  [main] [traceId=, spanId=] o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2026-06-29 08:55:25.096 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2026-06-29 08:55:25.140 INFO  [main] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 08:55:25.245 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Disable delta property : false
2026-06-29 08:55:25.255 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2026-06-29 08:55:25.255 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2026-06-29 08:55:25.255 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Application is null : false
2026-06-29 08:55:25.256 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2026-06-29 08:55:25.256 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Application version is -1: true
2026-06-29 08:55:25.256 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2026-06-29 08:55:27.692 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - The response status is 200
2026-06-29 08:55:27.701 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
2026-06-29 08:55:27.708 INFO  [main] [traceId=, spanId=] c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
2026-06-29 08:55:27.717 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1782703527713 with initial instances count: 0
2026-06-29 08:55:27.753 INFO  [main] [traceId=, spanId=] o.s.c.n.e.s.EurekaServiceRegistry - Registering application USER-SERVICE with eureka with status UP
2026-06-29 08:55:27.762 INFO  [main] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1782703527762, current=UP, previous=STARTING]
2026-06-29 08:55:27.769 INFO  [DiscoveryClient-InstanceInfoReplicator-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/10.160.46.181:USER-SERVICE:8086: registering service...
2026-06-29 08:55:27.779 INFO  [main] [traceId=, spanId=] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8086"]
2026-06-29 08:55:27.883 INFO  [main] [traceId=, spanId=] o.s.boot.tomcat.TomcatWebServer - Tomcat started on port 8086 (http) with context path '/'
2026-06-29 08:55:27.891 INFO  [main] [traceId=, spanId=] o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8086
2026-06-29 08:55:28.023 INFO  [DiscoveryClient-InstanceInfoReplicator-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/10.160.46.181:USER-SERVICE:8086 - registration status: 204
2026-06-29 08:55:28.106 INFO  [main] [traceId=, spanId=] c.p.user.UserServiceApplication - Started UserServiceApplication in 74.459 seconds (process running for 80.34)
2026-06-29 08:55:57.707 INFO  [DiscoveryClient-CacheRefreshExecutor-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Disable delta property : false
2026-06-29 08:55:57.708 INFO  [DiscoveryClient-CacheRefreshExecutor-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2026-06-29 08:55:57.708 INFO  [DiscoveryClient-CacheRefreshExecutor-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2026-06-29 08:55:57.712 INFO  [DiscoveryClient-CacheRefreshExecutor-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Application is null : false
2026-06-29 08:55:57.716 INFO  [DiscoveryClient-CacheRefreshExecutor-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2026-06-29 08:55:57.727 INFO  [DiscoveryClient-CacheRefreshExecutor-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Application version is -1: false
2026-06-29 08:55:57.727 INFO  [DiscoveryClient-CacheRefreshExecutor-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2026-06-29 08:55:57.960 INFO  [DiscoveryClient-CacheRefreshExecutor-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - The response status is 200
2026-06-29 09:00:25.274 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:05:25.303 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:07:56.030 INFO  [http-nio-8086-exec-1] [traceId=, spanId=] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-06-29 09:07:56.032 INFO  [http-nio-8086-exec-1] [traceId=, spanId=] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-06-29 09:07:56.108 INFO  [http-nio-8086-exec-1] [traceId=, spanId=] o.s.web.servlet.DispatcherServlet - Completed initialization in 75 ms
2026-06-29 09:08:26.391 INFO  [http-nio-8086-exec-2] [traceId=6a41e8b23f112442fe77e788d3cb9be1, spanId=fe77e788d3cb9be1] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=b8e97ae2-0995-4a38-99f3-e4f76e1e4fd7
2026-06-29 09:08:26.586 INFO  [http-nio-8086-exec-3] [traceId=6a41e8b2ab5e5176e01dd861c6ace05b, spanId=e01dd861c6ace05b] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=1726505f-341c-4d28-b4d3-8e0610d36745
2026-06-29 09:08:26.611 INFO  [http-nio-8086-exec-4] [traceId=6a41e8b27f2239ead7f6515e12826052, spanId=d7f6515e12826052] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=8e9c6253-7dbb-42c7-a46d-bae2b82c55f2
2026-06-29 09:08:26.643 INFO  [http-nio-8086-exec-5] [traceId=6a41e8b29da9acf4981ce1cc78f2f5f4, spanId=981ce1cc78f2f5f4] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=d22d6e1e-73ca-4afd-a99b-49e45b0cdf53
2026-06-29 09:08:26.665 INFO  [http-nio-8086-exec-6] [traceId=6a41e8b250bb953952443960b3e1218a, spanId=52443960b3e1218a] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=e76ed0a4-eac6-49a2-ba81-7a6017fcbba0
2026-06-29 09:10:25.304 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:15:25.306 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:20:21.859 INFO  [http-nio-8086-exec-8] [traceId=6a41eb7d3ee93a4dc5c3aa741e3a7c5b, spanId=3b38b75a8c1e5c88] c.p.u.c.InternalSyncController - Store user request received for authUserId=f9d05971-2b35-441e-9827-1437b0de9b3f
2026-06-29 09:20:21.860 INFO  [http-nio-8086-exec-8] [traceId=6a41eb7d3ee93a4dc5c3aa741e3a7c5b, spanId=3b38b75a8c1e5c88] c.p.u.s.Impl.InternalSyncServiceImpl - Redis Cache EVICT [studentsByDept, studentsByProg, studentNames] - Storing user context: f9d05971-2b35-441e-9827-1437b0de9b3f
2026-06-29 09:20:25.307 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:25:25.307 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:30:25.308 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:30:56.186 INFO  [http-nio-8086-exec-10] [traceId=6a41edf7820ea76ac13982ac36a41dde, spanId=a723eebe1e6aaa61] c.p.user.controller.UserController - Get profile request for authUserId=f9d05971-2b35-441e-9827-1437b0de9b3f
2026-06-29 09:30:56.190 INFO  [http-nio-8086-exec-10] [traceId=6a41edf7820ea76ac13982ac36a41dde, spanId=a723eebe1e6aaa61] c.p.u.service.Impl.UserServiceImpl - Redis Cache MISS - Computing composite user profile schema from DB for authUserId=f9d05971-2b35-441e-9827-1437b0de9b3f
2026-06-29 09:30:56.381 INFO  [http-nio-8086-exec-1] [traceId=6a41edf82a5b4e3298fb53e4a7790c74, spanId=f5bcdd5ddf5589a4] c.p.user.controller.UserController - Get profile request for authUserId=f9d05971-2b35-441e-9827-1437b0de9b3f
2026-06-29 09:30:56.385 INFO  [http-nio-8086-exec-1] [traceId=6a41edf82a5b4e3298fb53e4a7790c74, spanId=f5bcdd5ddf5589a4] c.p.u.service.Impl.UserServiceImpl - Redis Cache MISS - Computing composite user profile schema from DB for authUserId=f9d05971-2b35-441e-9827-1437b0de9b3f
2026-06-29 09:31:45.445 INFO  [http-nio-8086-exec-3] [traceId=6a41ee298e04e806860941dba323280c, spanId=860941dba323280c] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=b8e97ae2-0995-4a38-99f3-e4f76e1e4fd7
2026-06-29 09:31:45.477 INFO  [http-nio-8086-exec-4] [traceId=6a41ee29314b462140765a8981ea9d3d, spanId=40765a8981ea9d3d] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=1726505f-341c-4d28-b4d3-8e0610d36745
2026-06-29 09:31:45.499 INFO  [http-nio-8086-exec-5] [traceId=6a41ee293f79c524ea13f7b2e5ec9bc6, spanId=ea13f7b2e5ec9bc6] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=8e9c6253-7dbb-42c7-a46d-bae2b82c55f2
2026-06-29 09:31:45.531 INFO  [http-nio-8086-exec-6] [traceId=6a41ee29428f3edb06915fde6b9e5a3d, spanId=06915fde6b9e5a3d] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=d22d6e1e-73ca-4afd-a99b-49e45b0cdf53
2026-06-29 09:31:45.550 INFO  [http-nio-8086-exec-7] [traceId=6a41ee296cc30fd725b337ad8fc7a150, spanId=25b337ad8fc7a150] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=e76ed0a4-eac6-49a2-ba81-7a6017fcbba0
2026-06-29 09:35:25.309 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:36:59.048 INFO  [http-nio-8086-exec-1] [traceId=6a41ef635fbdc7279c90e8126458bc31, spanId=9c90e8126458bc31] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=b8e97ae2-0995-4a38-99f3-e4f76e1e4fd7
2026-06-29 09:36:59.111 INFO  [http-nio-8086-exec-2] [traceId=6a41ef63817d9f5c8f719b6630fd858f, spanId=8f719b6630fd858f] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=1726505f-341c-4d28-b4d3-8e0610d36745
2026-06-29 09:36:59.151 INFO  [http-nio-8086-exec-3] [traceId=6a41ef633ac138e6919ef09567078398, spanId=919ef09567078398] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=8e9c6253-7dbb-42c7-a46d-bae2b82c55f2
2026-06-29 09:36:59.265 INFO  [http-nio-8086-exec-4] [traceId=6a41ef63bef0fbbad5657f006502db97, spanId=d5657f006502db97] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=d22d6e1e-73ca-4afd-a99b-49e45b0cdf53
2026-06-29 09:36:59.309 INFO  [http-nio-8086-exec-5] [traceId=6a41ef6345c2f28931d71826e0acd2ea, spanId=31d71826e0acd2ea] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=e76ed0a4-eac6-49a2-ba81-7a6017fcbba0
2026-06-29 09:37:15.329 INFO  [http-nio-8086-exec-6] [traceId=6a41ef735c9c10281dd7d98120dc594a, spanId=1dd7d98120dc594a] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=b8e97ae2-0995-4a38-99f3-e4f76e1e4fd7
2026-06-29 09:37:15.359 INFO  [http-nio-8086-exec-7] [traceId=6a41ef73a33a02587dafa5ade544b970, spanId=7dafa5ade544b970] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=1726505f-341c-4d28-b4d3-8e0610d36745
2026-06-29 09:37:15.381 INFO  [http-nio-8086-exec-8] [traceId=6a41ef73463488410f7139614e69f6ca, spanId=0f7139614e69f6ca] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=8e9c6253-7dbb-42c7-a46d-bae2b82c55f2
2026-06-29 09:37:15.440 INFO  [http-nio-8086-exec-9] [traceId=6a41ef73ffb420ee24463ddf38e8e9f2, spanId=24463ddf38e8e9f2] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=f9d05971-2b35-441e-9827-1437b0de9b3f
2026-06-29 09:37:15.475 INFO  [http-nio-8086-exec-10] [traceId=6a41ef73965ed468c0da61809dd8e2e8, spanId=c0da61809dd8e2e8] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=d22d6e1e-73ca-4afd-a99b-49e45b0cdf53
2026-06-29 09:37:15.503 INFO  [http-nio-8086-exec-1] [traceId=6a41ef737bc9b4857040858e347035ff, spanId=7040858e347035ff] c.p.user.controller.GetStudents - Redis Cache MISS - Mapping literal name from DB for studentId=e76ed0a4-eac6-49a2-ba81-7a6017fcbba0
2026-06-29 09:40:25.310 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:45:25.312 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:50:25.313 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 09:55:25.314 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 10:00:25.315 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 10:05:25.317 INFO  [AsyncResolver-bootstrap-executor-%d] [traceId=, spanId=] c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-06-29 10:06:02.066 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] o.s.c.n.e.s.EurekaServiceRegistry - Unregistering application USER-SERVICE with eureka with status DOWN
2026-06-29 10:06:02.068 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1782707762068, current=DOWN, previous=UP]
2026-06-29 10:06:02.068 INFO  [DiscoveryClient-InstanceInfoReplicator-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/10.160.46.181:USER-SERVICE:8086: registering service...
2026-06-29 10:06:02.097 INFO  [DiscoveryClient-InstanceInfoReplicator-%d] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/10.160.46.181:USER-SERVICE:8086 - registration status: 204
2026-06-29 10:06:02.163 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] o.s.boot.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-06-29 10:06:02.173 INFO  [tomcat-shutdown] [traceId=, spanId=] o.s.boot.tomcat.GracefulShutdown - Graceful shutdown complete
2026-06-29 10:06:02.265 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-06-29 10:06:02.301 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2026-06-29 10:06:02.323 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2026-06-29 10:06:02.591 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Shutting down DiscoveryClient ...
2026-06-29 10:06:05.594 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Unregistering ...
2026-06-29 10:06:05.607 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/10.160.46.181:USER-SERVICE:8086 - deregister  status: 200
2026-06-29 10:06:05.607 INFO  [SpringApplicationShutdownHook] [traceId=, spanId=] c.netflix.discovery.DiscoveryClient - Completed shut down of DiscoveryClient
2026-06-29 10:11:07.045 INFO  [main] [traceId=, spanId=] c.p.user.UserServiceApplication - Starting UserServiceApplication using Java 17.0.19 with PID 77802 (/home/pradeep/Desktop/coding/web_2_projects/Software-Engineering/PrevPaperApp/user-service/target/classes started by pradeep in /home/pradeep/Desktop/coding/web_2_projects/Software-Engineering/PrevPaperApp)
2026-06-29 10:11:07.054 INFO  [main] [traceId=, spanId=] c.p.user.UserServiceApplication - No active profile set, falling back to 1 default profile: "default"
2026-06-29 10:11:07.872 INFO  [background-preinit] [traceId=, spanId=] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 9.0.1.Final
2026-06-29 10:11:09.697 INFO  [main] [traceId=, spanId=] o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-06-29 10:11:09.702 INFO  [main] [traceId=, spanId=] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-06-29 10:11:10.056 INFO  [main] [traceId=, spanId=] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 325 ms. Found 4 JPA repository interfaces.
2026-06-29 10:11:10.114 INFO  [main] [traceId=, spanId=] o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-06-29 10:11:10.117 INFO  [main] [traceId=, spanId=] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-06-29 10:11:10.162 INFO  [main] [traceId=, spanId=] o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.prevpaper.user.repository.AccountRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
